date,start_time,duration,location,witnesses,colors,remarks,year,quarter,duration_seconds,country
17-02-2002,19:45,3–5 min,9700 Nykøbing M,3,gul,,2002,1,300,Danmark
21-02-2002,23:00,2 min,5474 Veflinge,3,ukendt,,2002,1,120,Danmark
22-02-2002,21:20,5 min,7160 Storehjøllund Plantage,2,grøn,,2002,1,300,Danmark
23-02-2002,03:15,6–7 min,9850 Hirtshals,1,"orange, rød",,2002,1,420,Danmark
28-02-2002,08:00,5 min,6700 Esbjerg,1,ukendt,,2002,1,300,Danmark
01-03-2002,18:13,2 sek,9000 Aalborg,1,ukendt,ildkugle,2002,1,2,Danmark
01-03-2002,18:13,2 sek,8500 Hobro,2,"grøn, hvid",se beretning,2002,1,2,Danmark
01-03-2002,18:13,2 sek,6800 Varde,1,ukendt,ildkugle,2002,1,2,Danmark
01-03-2002,18:15,20 sek,8800 Viborg,1,hvid,se beretning,2002,1,20,Danmark
07-03-2002,03:00,2 min,4300 Holbæk,1,rød,,2002,1,120,Danmark
07-03-2002,18:36,30–45 sek,5250 Odense SV,2,ukendt,se beretning,2002,1,45,Danmark
12-03-2002,21:45,7–8 sek,9220 Aalborg,1,grøn,,2002,1,8,Danmark
19-03-2002,21:20,15 min,8950 Ørsted,3,hvid,se beretning militærøvelse,2002,1,900,Danmark
20-03-2002,18:50,ca. 5 sek,4750 Lundby,1,hvid,,2002,1,5,Danmark
23-03-2002,04:20,5–10 sek,5700 Svendborg,2,hvid,se beretning,2002,1,10,Danmark
24-03-2002,19:54,2 min,4700 Næstelsø Præstemark  Næstved,2,hvid,se beretning,2002,1,120,Danmark
25-03-2002,21:20,30 min,5762 Vester Skerninge,2,"blå, grøn, hvid, rød",,2002,1,1800,Danmark
25-03-2002,22:10,10 min,4200 Slagelse,3,"grøn, gul, hvid, rød",se beretning,2002,1,600,Danmark
13-11-1983,06:00,10–12 min,2800 Lyngby,1,rød,se beretning,2002,2,720,Danmark
03-12-2000,07:00,2 sek,4281 Gørlev,2,blå,,2002,2,2,Danmark
01-01-2001,21:00,5 sek,6000 Kolding,2,"rød, sort",,2002,2,5,Danmark
15-05-2001,08:30,20–30 sek,6760 Ribe,2,sort,,2002,2,30,Danmark
28-08-2001,13:00,1 min,2730 Herlev,2,"grå, sort",,2002,2,60,Danmark
16-02-2002,18:45,30 sek,8752 Østbirk,1,"grøn, hvid",,2002,2,30,Danmark
30-03-2002,12:05,25 min,5750 Ringe,2,"brun, gul",se beretning,2002,2,1500,Danmark
04-04-2002,05:22,4–6 sek,"7500 Østerbyvej, bygrænse –",1,"blå, grøn",,2002,2,6,Danmark
04-04-2002,05:20,ca. 5 sek,6430 Nordborg,1,"blå, grøn, gul, hvid",,2002,2,5,Danmark
05-04-2002,22:00,ca. 2 min,9700 Brønderslev,2,ukendt,,2002,2,120,Danmark
08-04-2002,21:00,5 min,Skelhøje Plantage7430 Ikast,1,hvid,,2002,2,300,Danmark
09-04-2002,21:30,10–15 sek,7130 Juelsminde,1,"gul, hvid, rød",,2002,2,15,Danmark
10-04-2002,21:15,1 min,7790 Thyholm,2,hvid,ildkugle,2002,2,60,Danmark
10-04-2002,21:25,2 sek + 20 min,8500 Grenaa,1,ukendt,ildkugle,2002,2,1202,Danmark
10-04-2002,21:30,30 min,7300 Jelling,2,rød,ildkugle,2002,2,1800,Danmark
10-04-2002,21:30,10–15 sek,6740 Bramming,1,"orange, rød",ildkugle,2002,2,15,Danmark
24-04-2002,22:10,1–2 min,7500 Holstebro,1,rød,,2002,2,120,Danmark
24-04-2002,22:58,20–30 sek,8220 Brabrand,2,hvid,se beretning,2002,2,30,Danmark
11-12-1999,00:00,20–30 min,4960 Holeby,4,"hvid, rød",,2002,2,1800,Danmark
15-05-2002,11:45,20 min,2770 Kastrup,2,"gul, hvid",,2002,2,1200,Danmark
17-05-2002,00:15,3–4 min,2650 Hvidovre,1,ukendt,,2002,2,240,Danmark
18-05-2002,00:00,ca. 24 min,1368 København K,2,hvid,se beretning,2002,2,1440,Danmark
16-06-2002,19:30,1 min,2630 Tåstrup,1,sort,,2002,2,60,Danmark
18-06-2002,23:10,5–8 sek,4600 Køge,1,ukendt,,2002,2,8,Danmark
19-06-2002,22:15,5–10 min,1662 København V,1,"gul, hvid",,2002,2,600,Danmark
26-06-2002,02:00,30 min,4873 Væggerløse,2,hvid,se beretning,2002,2,1800,Danmark
15-05-1998,01:30,5 min,"7800 Birkesø,  Skive",2,"blå, grå, grøn, hvid, rød, sort",se beretning,2002,3,300,Danmark
01-03-2002,05:45,5–10 min,2900 Hellerup,3,hvid,,2002,3,600,Danmark
18-06-2002,21:00,1 time,"Elounda, Kreta, Grækenland",1,ukendt,,2002,3,3600,Danmark
29-06-2002,00:30,30 sek,3700 Rønne,5,"gul, hvid",se beretning,2002,3,30,Danmark
12-07-2002,21:30,ca. 30 min,5800 Nyborg,3,ukendt,,2002,3,1800,Danmark
14-07-2002,00:50,30 sek,3070 Snekkersten,2,hvid,,2002,3,30,Danmark
14-07-2002,01:07,10 sek,1119 København K,5,hvid,se beretning,2002,3,10,Danmark
14-07-2002,15:15,3 min,7620 Lemvig,2,"grå, sort, sølv",,2002,3,180,Danmark
15-07-2002,00:00,15 sek,Kettrup Bjerge9480 Løkken,3,sølv,,2002,3,15,Danmark
16-07-2002,00:00,2 timer,"4780 Ulvshale,  Stege",2,"gul, hvid, rød",,2002,3,7200,Danmark
17-07-2002,00:30,15 sek,"9690 Klim,  Fjerritslev",3,blå,,2002,3,15,Danmark
18-07-2002,16:45,3 min,2600 Glostrup,3,"grå, sort",,2002,3,180,Danmark
20-07-2002,21:40,2 min,3460 Birkerød,1,"blå, sort",,2002,3,120,Danmark
20-07-2002,22:30,30 min,2680 Solrød Strand,1,ukendt,,2002,3,1800,Danmark
23-07-2002,16:00,ved­va­ren­de,7323 Give,1,ukendt,,2002,3,0,Danmark
28-07-2002,00:04,ca. 1 min,3310 Ølsted Strand,2,ukendt,,2002,3,60,Danmark
29-07-2002,23:00,4–5 min,3450 Allerød,2,ukendt,,2002,3,300,Danmark
29-07-2002,23:10,5 min,3450 Allerød,10,ukendt,,2002,3,300,Danmark
29-07-2002,23:15,5–6 min,3450 Allerød,2,ukendt,se beretning,2002,3,360,Danmark
30-07-2002,23:25,2 min,7550 Sørvad,2,"gul, hvid",,2002,3,120,Danmark
01-08-2002,22:28,ca. 10 sek,4200 Slagelse,1,hvid,,2002,3,10,Danmark
04-08-2002,23:55,ca. 20 sek,2630 Taastrup,1,grøn,,2002,3,20,Danmark
05-08-2002,01:02,ca. 10 sek,9500 Hobro Havn,1,"gul, hvid",,2002,3,10,Danmark
08-08-2002,00:00,ca. 5 sek,4540 Fårevejle,1,gul,se beretning,2002,3,5,Danmark
11-08-2002,20:10,5 min,2830 Virum,2,sort,se beretning,2002,3,300,Danmark
25-08-2002,18:00,?,Storebæltsbroen,1,"sort, sølv",,2002,3,0,Danmark
05-09-2002,23:30,ca. 5 sek,2100 København Ø,2,hvid,,2002,3,5,Danmark
11-09-2002,22:25,25 min,Ørting/Randlev8300 Odder,2,hvid,,2002,3,1500,Danmark
11-09-2002,23:30,30 min,8600 Silkeborg,2,hvid,,2002,3,1800,Danmark
13-09-2002,18:30,min. 20 min,2650 Hvidovre,4,"hvid, orange",,2002,3,1200,Danmark
23-09-2002,22:20,1 min,7080 Børkop,2,"grøn, hvid, rød",,2002,3,60,Danmark
15-06-2000,00:00,5 min,2300 Amager,1,grå,se beretning,2002,4,300,Danmark
02-02-2001,21:30,7–10 min,motorvej E47afkørsel 34,1,hvid,,2002,4,600,Danmark
01-03-2002,15:30,40 sek,Aalborg Lufthavn9400 Nørresundby,1,sølv,,2002,4,40,Danmark
30-09-2002,22:40,ca. 5 min,3660 Ganløse,1,ukendt,,2002,4,300,Danmark
23-10-2002,21:00,5 sek,Sigerslev4660 Store Heddinge,2,hvid,se beretning,2002,4,5,Danmark
23-10-2002,21:22,10 sek,9750 Østervrå,1,hvid,,2002,4,10,Danmark
29-10-2002,11:15,5 min,5700 Svendborg,1,grå,se beretning,2002,4,300,Danmark
28-10-2002,06:00,10–15 sek,4480 Bjerge,1,hvid,se beretning,2002,4,15,Danmark
02-11-2002,18:31,ca. 2–3 min,4700 Næstved,2,"blå, gul, rød",se beretning,2002,4,180,Danmark
05-11-2002,21:45,5 sek,4400 Kalundborg,1,ukendt,,2002,4,5,Danmark
08-11-2002,00:20,2–3 sek,"9600 Haubro,  Års",8,hvid,se beretning,2002,4,3,Danmark
09-11-2002,05:24,1–2 min,8000 Århus C,1,rød,,2002,4,120,Danmark
18-11-2002,18:30,ca. 10 sek,Sønderris6710 Esbjerg V,1,hvid,,2002,4,10,Danmark
19-11-2002,04:59,90 sek,9700 Øster Brønderslev,1,rød,,2002,4,90,Danmark
19-11-2002,00:00,>30 sek,8000 Århus C,2,ukendt,,2002,4,30,Danmark
06-12-2002,16:10,?,"7700 Vang,  Thisted",1,ukendt,,2002,4,0,Danmark
07-12-2002,17:30,ca. 3 min,2650 Hvidovre,3,sort,se beretning,2002,4,180,Danmark
14-12-2002,00:00,3–4 min,5800 Nyborg,3,ukendt,,2002,4,240,Danmark
25-12-2002,07:08,ca. 2x2 sek,9270 Klarup,3,"blå, turkis",se beretning,2002,4,2,Danmark
28-12-2002,06:32,3 min,9900 Frederikshavn,1,ukendt,se beretning,2002,4,180,Danmark
15-10-1981,23:00,få sek,Tingbjerg2700 Brønshøj,1,hvid,,2001,1,0,Danmark
07-01-1990,04:30,one cli­ck of came­ra,"91901 Inaja Memorial Park, San Diego",3,ukendt,se beretning,2001,1,0,Danmark
23-12-1994,20:00,1 time,2970 Hørsholm,1,ukendt,,2001,1,3600,Danmark
28-05-1999,21:50,ca. 5 min,2660 Brøndby Strand,5,"blå, grøn",,2001,1,300,Danmark
24-12-2000,20:48,2½ time,4600 Køge,2,"grøn, gul",,2001,1,120,Danmark
02-01-2001,00:00,fle­re dage,5771 Stenstrup,2,ukendt,se beretning,2001,1,0,Danmark
02-01-2001,22:32,5–6 sek,4000 Roskilde,3,ukendt,,2001,1,6,Danmark
06-01-2001,22:30,1–2 min,8000 Århus C,2,ukendt,,2001,1,120,Danmark
09-01-2001,07:50,ca. 5 min,6300 Gråsten,3,ukendt,se beretning,2001,1,300,Danmark
09-01-2001,07:55,5 min,6400 ml.  Sønderborgog  Gråsten,3,ukendt,se beretning,2001,1,300,Danmark
10-01-2001,08:00,ca. 1 time,2880 Bagsværd,2,ukendt,,2001,1,3600,Danmark
10-01-2001,21:20,6 sek,1150 København K,2,ukendt,,2001,1,6,Danmark
12-01-2001,22:57,13 min,8600 Silkeborg,10,ukendt,se beretning,2001,1,780,Danmark
12-01-2001,23:00,ca. 15 min,8600 Silkeborg,2,"orange, rød",se beretning,2001,1,900,Danmark
13-01-2001,08:00,1 min,8670 Låsby,1,ukendt,,2001,1,60,Danmark
13-01-2001,18:05,10–15 sek,4920 Søllested,1,hvid,,2001,1,15,Danmark
24-01-2001,21:30,5–6 min,"2830 Sorgenfri,  Virum",1,ukendt,,2001,1,360,Danmark
30-01-2001,19:03,5–10 sek,7400 Herning,1,ukendt,,2001,1,10,Danmark
03-02-2001,04:45,10–12 min,4140 Ågerup,2,grøn,,2001,1,720,Danmark
12-02-2001,21:20,ca. 15 min,4892 Kettinge,3,ukendt,,2001,1,900,Danmark
16-02-2001,10:55,5 sek,8900 Randers,1,"hvid, rød",,2001,1,5,Danmark
19-02-2001,22:50,5 sek,6715 Esbjerg,1,ukendt,,2001,1,5,Danmark
18-02-2001,20:00,5 sek,9750 Østervrå,1,ukendt,,2001,1,5,Danmark
19-02-2001,22:56,6 sek,Grønbjerg6971 Spjald,1,"grøn, gul",,2001,1,6,Danmark
22-02-2001,19:45,3 sek,2670 Greve,1,hvid,,2001,1,3,Danmark
23-02-2001,23:05,6 sek,6650 Brørup,1,ukendt,,2001,1,6,Danmark
23-02-2001,24:00,30 min,Næstelsø4700 Næstved,1,ukendt,,2001,1,1800,Danmark
11-03-2001,21:00,10 min,4100 Ringsted,3,ukendt,,2001,1,600,Danmark
12-03-2001,20:00,5 sek,4600 Køge,1,ukendt,,2001,1,5,Danmark
13-03-2001,20:00,ca. 20 sek,8310 Tranbjerg,1,gul,,2001,1,20,Danmark
13-03-2001,21:30,ca. 5 sek,2750 Ballerup,3,ukendt,,2001,1,5,Danmark
20-03-2001,01:35,mindst 12 min,4600 Køge,1,"gul, rød",,2001,1,720,Danmark
24-03-2001,22:45,mere end 20 min,7600 Struer,1,ukendt,,2001,1,1200,Danmark
24-03-2001,23:50,ca. 1 time,3500 Værløse,1,blå,,2001,1,3600,Danmark
24-03-2001,23:59,5–10 sek,9800 Hjørring,1,hvid,,2001,1,10,Danmark
25-03-2001,22:15,3 min,9560 Hadsund,1,ukendt,,2001,1,180,Danmark
26-03-2001,19:50,5 min,9440 Aabybro,1,ukendt,,2001,1,300,Danmark
26-03-2001,21:33,1 min,Staunstrup4733 Tappernøje,1,"grøn, gul",se beretning,2001,1,60,Danmark
08-10-1987,21:00,20 sek,2700 Brønshøj,1,grå,,2001,2,20,Danmark
09-08-1990,20:00,2–4 sek,2100 København Ø,1,"grøn, orange",se beretning,2001,2,4,Danmark
07-07-2000,23:00,15 min,4891 Toreby L,5,"grøn, orange",,2001,2,900,Danmark
06-02-2001,01:43,1 min,Levring8620 Kjellerup,2,ukendt,se beretning,2001,2,60,Danmark
20-02-2001,03:41,25 sek,"Sierra Bermeja, Lajas, Puerto Rico",71,rød,,2001,2,25,Danmark
01-04-2001,21:40,10 sek,4600 Køge,1,ukendt,se beretning,2001,2,10,Danmark
05-04-2001,20:55,1–2 sek,3520 Farum,1,ukendt,,2001,2,2,Danmark
20-04-2001,12:50,ca. 10 min,4520 Fårevejle,1,ukendt,se beretning,2001,2,600,Danmark
22-04-2001,18:12,2–3 min,8600 Silkeborg,2,ukendt,se beretning,2001,2,180,Danmark
01-05-2001,22:05,ca. 1 min,4800 Nykøbing F,1,ukendt,,2001,2,60,Danmark
02-05-2001,23:20,5 sek,8860 Ulstrup,1,ukendt,,2001,2,5,Danmark
04-05-2001,20:40,2 min,2600 Glostrup,3,sort,,2001,2,120,Danmark
04-05-2001,21:35,10 sek,2400 København NV,1,ukendt,,2001,2,10,Danmark
05-05-2001,22:25,3 min,5540 Ullerslev,5,hvid,,2001,2,180,Danmark
05-05-2001,23:25,10 sek,5250 Bellinge,3,ukendt,se beretning,2001,2,10,Danmark
06-05-2001,21:10,30–40 sek,Stautrup8260 Viby J,1,sølv,,2001,2,40,Danmark
06-05-2001,21:10,5–10 sek,Over Tystrup4640 Fakse,1,ukendt,,2001,2,10,Danmark
06-05-2001,21:30,10 sek,8981 Spentrup,1,blå,meteor,2001,2,10,Danmark
06-05-2001,21:30,2–4 sek,8732 Hovedgård,1,"blå, pink",meteor,2001,2,4,Danmark
06-05-2001,21:30,3–5 sek,8240 Risskov,1,ukendt,meteor,2001,2,5,Danmark
06-05-2001,21:31,ca. 15 sek,motorvejen vest for8900 Randers,1,ukendt,meteor,2001,2,15,Danmark
06-05-2001,21:33,3 sek,2765 Smørum,2,grøn,meteor,2001,2,3,Danmark
06-05-2001,21:35,5–10 sek,4100 Ringsted,1,hvid,meteor,2001,2,10,Danmark
06-05-2001,21:35,2 sek,6400 Sønderborg,4,blå,,2001,2,2,Danmark
10-05-2001,23:25,få sek,3700 Rønne,1,ukendt,se beretning,2001,2,0,Danmark
12-05-2001,23:52,5 sek,5750 Ringe,1,"blå, hvid",se beretning,2001,2,5,Danmark
13-05-2001,22:45,3 sek,Herlufholm Skoven4700 Næstved,1,grøn,,2001,2,3,Danmark
13-05-2001,22:45,5 sek,4241 Vemmelev,1,"gul, hvid",se beretning,2001,2,5,Danmark
15-05-2001,00:00,30 min,8000 Århus,1,hvid,,2001,2,1800,Danmark
23-05-2001,21:15,20–30 min,8200 Århus N,1,ukendt,se beretning,2001,2,1800,Danmark
24-05-2001,23:06,10 sek,2880 Bagsværd,1,hvid,,2001,2,10,Danmark
28-05-2001,21:30,2–3 min,3520 Farum,1,hvid,,2001,2,180,Danmark
28-05-2001,01:15,ca. 45 min,7100 Vejle,2,ukendt,se beretning,2001,2,2700,Danmark
12-06-2001,03:30,3 min,6990 Ulfborg,1,ukendt,,2001,2,180,Danmark
12-06-2001,15:02,foto,2000 Frederiksberg,1,ukendt,,2001,2,0,Danmark
12-06-2001,23:33,13–15 min,3550 Slangerup,2,"orange, rød",se beretning,2001,2,900,Danmark
18-06-2001,01:00,3 min,"7770 Vestervig, Thy",1,ukendt,,2001,2,180,Danmark
15-04-1996,21:00,2 min,8400 Ebeltoft,2,ukendt,,2001,3,120,Danmark
02-02-2001,08:00,5 min,7500 Holstebro,2,ukendt,,2001,3,300,Danmark
20-05-2001,11:35,23 min,9700 Brønderslev,1,ukendt,,2001,3,1380,Danmark
28-06-2001,21:50,5 min,3140 Ålsgårde,4,ukendt,,2001,3,300,Danmark
10-07-2001,08:06,5–7 min,"4733 , motorvejen ved Tappernøje",2,ukendt,se beretning,2001,3,420,Danmark
15-07-2001,24:00,8–10 sek,7130 Juelsminde,3,rød,se beretning,2001,3,10,Danmark
16-07-2001,12:00,ca. 30 sek,5672 Broby,2,ukendt,,2001,3,30,Danmark
17-07-2001,00:45,?,6000 Kolding,1,"grøn, hvid, rød",,2001,3,0,Danmark
19-07-2001,02:30,5 min,7500 Holstebro,1,ukendt,se beretning,2001,3,300,Danmark
21-07-2001,01:50,30 min,5220 Fraugde  Odense SØ,2,"grøn, gul, rød",se beretning,2001,3,1800,Danmark
23-07-2001,23:30,8 sek,"3390 , Tollerup ved Melby",8,ukendt,,2001,3,8,Danmark
23-07-2001,23:30,7 sek,5300 Måle,7,ukendt,,2001,3,7,Danmark
23-07-2001,23:30,8–10 sek,5883 Oure,5,gul,,2001,3,10,Danmark
23-07-2001,23:30,ca. 35 sek,2500 Valby,2,ukendt,,2001,3,35,Danmark
23-07-2001,23:30,ca. 1 min,4720 Bårse,1,ukendt,,2001,3,60,Danmark
23-07-2001,23:35,5–10 sek,4993 Sakskøbing,2,"gul, rød",,2001,3,10,Danmark
23-07-2001,23:38,15 sek,2630 Tåstrup,3,gul,,2001,3,15,Danmark
23-07-2001,23:48,15–20 sek,4100 Ringsted,3,ukendt,,2001,3,20,Danmark
24-07-2001,01:30,15–20 min,Gørløse ved Hillerød,2,"gul, orange",,2001,3,1200,Danmark
25-07-2001,23:15,30 min,3540 Uggeløse  Lynge,1,"orange, rød",,2001,3,1800,Danmark
27-07-2001,23:34,30 min,3540 Ugerløse  Lynge,4,gul,,2001,3,1800,Danmark
30-07-2001,00:46,30–40 sek,"8000 Marselisborg Kajak Klub,  Århus C",2,ukendt,,2001,3,40,Danmark
01-08-2001,23:30,ca. 3 min,Flensborg,5,rød,,2001,3,180,Danmark
05-08-2001,23:30,3–5 min,6470 Høruphav Sydals,2,rød,,2001,3,300,Danmark
05-08-2001,22:30,3–5 min,motorvejstilkørsel Vejle N,2,"orange, rød",,2001,3,300,Danmark
18-08-2001,23:45,15 min,6270 Lydersholm,2,ukendt,,2001,3,900,Danmark
19-08-2001,01:00,50 min,6800 Varde,5,ukendt,se beretning,2001,3,3000,Danmark
21-08-2001,22:15,ca. 5 sek,6400 Sønderborg,1,gul,,2001,3,5,Danmark
24-08-2001,21:10,?,"Tirstrup, Djursland",2,ukendt,se beretning,2001,3,0,Danmark
02-09-2001,21:30,?,8900 Randers,1,rød,,2001,3,0,Danmark
05-09-2001,17:30,20 sek,motorvejen ved Ringsted,1,ukendt,se beretning,2001,3,20,Danmark
07-09-2001,19:15,1–2 min,4296 Nyrup Midtsjælland,1,rød,,2001,3,120,Danmark
08-09-2001,21:00,30 min,5000 Odense,1,ukendt,se beretning,2001,3,1800,Danmark
13-09-2001,21:30,få sek,2665 Vallensbæk,1,ukendt,se beretning,2001,3,0,Danmark
16-09-2001,21:20,ca. 25 min,4700 Næstved,3,"blå, hvid, rød",se beretning,2001,3,1500,Danmark
16-09-2001,23:53,5 sek,7470 Karup,1,ukendt,,2001,3,5,Danmark
17-03-2001,06:00,2–3 sek,7441 Bording,2,ukendt,,2001,4,3,Danmark
15-10-2001,21:30,ca. 10 sek,2640 Hedehusene,1,"blå, rød",,2001,4,10,Danmark
15-10-2001,22:10,ca. 5 sek,6400 Sønderborg,1,ukendt,se beretning,2001,4,5,Danmark
15-10-2001,22:15,5–7 sek,6400 Sønderborg,1,gul,se beretning,2001,4,7,Danmark
19-10-2001,21:30,5 sek,5250 Odense SV,2,ukendt,se beretning,2001,4,5,Danmark
22-10-2001,23:15,ca. 10 min,3480 Fredensborg,2,blå,,2001,4,600,Danmark
23-10-2001,21:10,5 min,2100 Herlev,3,hvid,se beretning,2001,4,300,Danmark
28-10-2001,21:05,3 sek,3000 Helsingør,1,ukendt,,2001,4,3,Danmark
31-10-2001,21:45,30 min,2730 Herlev,1,ukendt,,2001,4,1800,Danmark
08-11-2001,23:45,3–5 min,2740 Skovlunde,2,"hvid, rød",se beretning,2001,4,300,Danmark
08-11-2001,23:45,1 min,2740 Skovlunde,2,hvid,,2001,4,60,Danmark
14-11-2001,18:45,5 sek,4500 Nykøbing Sjælland,2,ukendt,,2001,4,5,Danmark
15-11-2001,06:57,ca. 1 sek,8700 Horsens,1,blå,,2001,4,1,Danmark
19-11-2001,07:25,?,8543 Hornslet,1,"grøn, rød",se beretning,2001,4,0,Danmark
19-11-2001,18:00,1–2 min,Høje Gladsaxe2860 Søborg,2,"brun, gul",se beretning,2001,4,120,Danmark
19-11-2001,22:55,5 sek,7000 Fredericia,2,rød,,2001,4,5,Danmark
23-11-2001,22:20,30 sek,4100 Ringsted,1,"blå, grøn, gul, hvid, rød",,2001,4,30,Danmark
26-11-2001,19:30,ca. 20 min,9970 Strandby,2,"grøn, hvid, rød",,2001,4,1200,Danmark
01-11-2001,17:10,ca. 1 sek,"Oslo,",1,"blå, hvid",,2001,4,1,Norge
11-12-2001,23:45,5–10 sek,4180 Sorø,2,rød,,2001,4,10,Danmark
16-12-2001,16:00,30 min,Alderslyst8600 Silkeborg,2,ukendt,,2001,4,1800,Danmark
31-12-2001,20:00,1 time,2640 Hedehusene,4,"grøn, rød",,2001,4,3600,Danmark
27-07-1983,21:45,ca. 15 min,"Swinoujcie, Polen",100,ukendt,,2000,1,900,Danmark
16-05-1992,00:30,45 min,Stevns,2,blå,,2000,1,2700,Danmark
20-06-1992,23:30,3 min,3390 Hundested,1,"grå, sølv",,2000,1,180,Danmark
02-08-1992,00:15,3 min,7000 Kolding,1,ukendt,,2000,1,180,Danmark
30-07-1996,00:30,5–10 min,6000 Kolding,2,ukendt,,2000,1,600,Danmark
17-04-1998,19:00,2 timer,4600 Køge,2,sort,,2000,1,7200,Danmark
23-05-1998,23:07,6 min,3650 Ølstykke,2,ukendt,,2000,1,360,Danmark
24-02-1999,21:45,1 min,7160 Tørring,2,ukendt,,2000,1,60,Danmark
01-01-2000,00:01,3 min,2655 Kastrup,15,ukendt,,2000,1,180,Danmark
06-01-2000,05:00,2 min,2900 Hellerup,1,grøn,,2000,1,120,Danmark
09-01-2000,16:00,20–25 min,4654 Fakse Ladeplads,2,ukendt,,2000,1,1500,Danmark
17-01-2000,22:30,,"3200 Kvistgård,  Helsingør",1,ukendt,,2000,1,0,Danmark
17-01-2000,23:52,10 sek,5400 Bogense,1,ukendt,,2000,1,10,Danmark
18-01-2000,00:30,4 sek,5900 Rudkøbing,1,"blå, rød",,2000,1,4,Danmark
18-01-2000,16:45,,3050 Humlebæk,1,ukendt,,2000,1,0,Danmark
18-01-2000,17:03,et par sek,9530 Støvring,1,ukendt,,2000,1,0,Danmark
18-01-2000,17:03,5–10 sek,"8600 Christianshede, Silkeborg",2,ukendt,,2000,1,10,Danmark
18-01-2000,19:30,timer,5883 Oure,1,"grøn, hvid",,2000,1,0,Danmark
23-01-2000,04:00,5–10 min,Lunden8700 Horsens,1,ukendt,,2000,1,600,Danmark
23-01-2000,13:56,85 min,Tulstrup Have3400 Hillerød,7,"grøn, rød",,2000,1,5100,Danmark
31-01-2000,19:20,30 sek,7100 Vejle,1,ukendt,,2000,1,30,Danmark
02-02-2000,19:30,10–15 sek,8220 Brabrand,1,ukendt,,2000,1,15,Danmark
03-02-2000,19:45,1 t 15 min,"6990 Husby,  Ulfborg",4,"blå, grøn, rød",,2000,1,4500,Danmark
03-02-2000,20:00,?,8600 Silkeborg,2,ukendt,,2000,1,0,Danmark
05-02-2000,20:36,ca. 5 sek,"8700 Østrup,  Horsens",1,ukendt,,2000,1,5,Danmark
10-02-2000,21:40,ca. 20 sek,6580 Vamdrup,3,sort,,2000,1,20,Danmark
14-02-2000,20:25,15 min,2720 Vanløse,4,"blå, grøn, rød",,2000,1,900,Danmark
17-02-2000,17:10,15–20 min,2730 Herlev,1,ukendt,,2000,1,1200,Danmark
20-02-2000,02:17,"0,5–1 min",8850 Bjerringbro,1,ukendt,,2000,1,60,Danmark
21-02-2000,20:07,ca. 3 sek,8500 Grenå,1,grøn,,2000,1,3,Danmark
27-02-2000,02:51,40 min,3400 Hillerød,1,grøn,,2000,1,2400,Danmark
01-03-2000,22:00,1 time,7400 Herning,43,ukendt,,2000,1,3600,Danmark
06-03-2000,22:10,15–30 min,6430 Nordborg,3,"gul, rød",helikopter,2000,1,1800,Danmark
12-03-2000,00:30,4 timer,2680 Solrød Strand,1,ukendt,,2000,1,14400,Danmark
12-03-2000,01:30,3 time,2670 Greve,2,ukendt,,2000,1,10800,Danmark
12-03-2000,02:20,20 min,2670 Greve,2,ukendt,,2000,1,1200,Danmark
12-03-2000,03:15,ca. 1 time,2670 Greve,1,ukendt,,2000,1,3600,Danmark
17-03-2000,22:15,ca. 1 min,3400 Hillerød,1,ukendt,,2000,1,60,Danmark
18-03-2000,19:50,ca. 1 time,8680 Ry,1,ukendt,helikopter,2000,1,3600,Danmark
18-03-2000,22:00,15–30 min,6430 Nordborg,7,"gul, rød",helikopter,2000,1,1800,Danmark
19-03-2000,21:50,15 sek,7800 Skive,1,ukendt,satellit,2000,1,15,Danmark
21-03-2000,23:25,ca. 1 time,2400 Birkerød,4,"blå, rød",,2000,1,3600,Danmark
23-03-2000,20:30,3 min,6640 Lunderskov,3,"blå, rød",,2000,1,180,Danmark
23-03-2000,21:50,3 sek,4780 Stege,5,ukendt,satellit,2000,1,3,Danmark
23-03-2000,22:20,ca. 1 min,8000 Århus C,1,hvid,,2000,1,60,Danmark
28-03-2000,21:45,et par timer,8500 Grenå,1,ukendt,Jupiter eller Mars,2000,1,0,Danmark
29-03-2000,21:53,3–4 min,8300 Odder,2,ukendt,,2000,1,240,Danmark
29-03-2000,21:53,3 min,8381 Mundelstrup,2,ukendt,,2000,1,180,Danmark
30-03-2000,09:45,1 min,4300 Holbæk,1,"blå, grøn, rød",,2000,1,60,Danmark
15-02-1976,08:30,ca. 15 sek,9670 Løgstør,1,ukendt,,2000,2,15,Danmark
15-07-1976,16:00,ca. 5 min,5540 Ullerslev,1,grå,se beretning,2000,2,300,Danmark
15-09-1979,22:00,5–7 min,8305 Samsø,1,ukendt,,2000,2,420,Danmark
15-05-1986,22:00,,2700 Brønshøj,1,ukendt,,2000,2,0,Danmark
22-08-1988,22:15,ca. 1/2 min,4720 Præstø,2,ukendt,,2000,2,120,Danmark
30-03-1990,00:00,1 min,4760 Vordingborg,1,"grå, sort",,2000,2,60,Danmark
11-07-1996,22:00,2 min,København,1,ukendt,,2000,2,120,Danmark
31-12-1996,22:00,ca. 10 min,3000 Helsingør,1,rød,,2000,2,600,Danmark
24-07-1997,20:00,ca. 5 min,5300 Kerteminde,2,ukendt,,2000,2,300,Danmark
