date,start_time,duration,location,witnesses,colors,remarks,year,quarter,duration_seconds,country
01-01-1998,14:30,ca. 1 min,4632 Bjæverskov,2,ukendt,,2000,2,60,Danmark
18-01-2000,09:00,2–3 min,Christianshede7441 Bording,1,ukendt,,2000,2,180,Danmark
13-02-2000,00:10,ca. 2 min,"9490 Kaas,  Pandrup",1,ukendt,,2000,2,120,Danmark
03-03-2000,20:15,3 min 20 sek,6700 Esbjerg,2,ukendt,,2000,2,200,Danmark
30-03-2000,09:55,1 min,"4300 Tuse Næs, Holbæk",1,ukendt,,2000,2,60,Danmark
02-04-2000,22:40,ca. 1 min,2765 Smørum,2,ukendt,,2000,2,60,Danmark
03-04-2000,23:30,5 sek,8200 Århus N,2,grå,se beretning,2000,2,5,Danmark
05-04-2000,22:45,ca. 20 sek,4951 Nørreballe,1,ukendt,,2000,2,20,Danmark
06-04-2000,21:45,5–6 sek,8210 Århus V,1,"blå, grøn",se beretning,2000,2,6,Danmark
06-04-2000,22:50,2 sek,2400 København NV,1,ukendt,,2000,2,2,Danmark
08-04-2000,00:20,6–8 sek,2740 Skovlunde,2,ukendt,se beretning,2000,2,8,Danmark
08-04-2000,22:45,20–40 sek,2100 København,4,"brun, rød",,2000,2,40,Danmark
08-04-2000,23:50,10–15 sek,4800 Nykøbing F,2,ukendt,se beretning,2000,2,15,Danmark
09-04-2000,03:03,3 sek,3650 Ølstykke,2,ukendt,,2000,2,3,Danmark
17-04-2000,23:00,1 time 30 min,"6300 Kværs,  Gråsten",2,ukendt,se beretning,2000,2,5400,Danmark
18-04-2000,03:30,10 min,"7000 Pjedsted,  Fredericia",1,"hvid, rød",se beretning,2000,2,600,Danmark
22-04-2000,22:25,1 min,8543 Hornslet,2,ukendt,,2000,2,60,Danmark
23-04-2000,11:00,10 min,2300 København S,1,ukendt,,2000,2,600,Danmark
28-04-2000,11:10,30 sek,7130 Juelsminde,2,rød,,2000,2,30,Danmark
29-04-2000,20:20,2 min,1870 Frederiksberg,10,sort,se beretning,2000,2,120,Danmark
29-04-2000,23:45,2 x 10 sek,4970 Rødby,4,ukendt,se beretning,2000,2,10,Danmark
30-04-2000,19:35,10–12 min,2100 København Ø,1,grå,se beretning,2000,2,720,Danmark
30-04-2000,22:47,10–12 min,2100 København Ø,1,grå,se beretning,2000,2,720,Danmark
02-05-2000,01:00,ca. 30 min,2300 København S,1,rød,,2000,2,1800,Danmark
02-05-2000,22:10,6–7 sek,2820 Gentofte,1,"blå, rød",,2000,2,7,Danmark
05-05-2000,13:30,2 min,1620 København V,2,hvid,,2000,2,120,Danmark
07-05-2000,02:15,10 sek,Årslev8220 Brabrand,2,gul,,2000,2,10,Danmark
07-05-2000,22:50,ca. 30 sek,7000 Fredericia,1,rød,,2000,2,30,Danmark
08-05-2000,18:45,4min,2900 Hellerup,3,grå,,2000,2,240,Danmark
10-05-2000,22:10,8 min,5000 Odense,2,sort,,2000,2,480,Danmark
10-05-2000,23:46,8–10 sek,9000 Aalborg,1,ukendt,,2000,2,10,Danmark
16-05-2000,23:30,ca. 1 min,2640 Hedehusene,2,"grå, gul, hvid",se beretning,2000,2,60,Danmark
16-05-2000,23:45,ca. 20 min,2660 Brøndby Strand- Tåstrup,2,ukendt,se beretning,2000,2,1200,Danmark
18-05-2000,22:30,20 min,3450 Allerød,2,gul,,2000,2,1200,Danmark
18-05-2000,22:55,ca. 5 min,"5683 Snave,  Hårby",1,gul,se beretning,2000,2,300,Danmark
18-05-2000,23:10,5 min,3450 Allerød,1,ukendt,,2000,2,300,Danmark
24-05-2000,00:30,ca. 15 sek,5000 Odense C,2,ukendt,,2000,2,15,Danmark
03-06-2000,00:56,6 min,5560 Aarup,1,ukendt,,2000,2,360,Danmark
05-06-2000,02:30,2 min,4250 Fuglebjerg,1,ukendt,,2000,2,120,Danmark
05-06-2000,17:30,ca. 15 min,4040 Jyllinge,3,ukendt,,2000,2,900,Danmark
09-06-2000,22:39,ca. 1–2 min,3460 Birkerød,2,ukendt,,2000,2,120,Danmark
09-06-2000,23:10,40 min,1407 København K,4,"orange, rød",,2000,2,2400,Danmark
10-06-2000,22:30,ca. 3 min,3460 Birkerød,5,ukendt,,2000,2,180,Danmark
22-06-2000,00:25,1 min,3450 Allerød,4,gul,,2000,2,60,Danmark
24-06-2000,23:15,10–20 min,Aalborg-Gistrup-Nørresundby,1,"gul, orange",masse-obs.,2000,2,1200,Danmark
24-06-2000,23:55,20 min,9900 Frederikshavn,1,hvid,,2000,2,1200,Danmark
25-06-2000,02:00,2 min,9400 Nørresundby,2,hvid,,2000,2,120,Danmark
25-06-2000,16:20,20 sek,2630 Tåstrup,2,"brun, rød",,2000,2,20,Danmark
29-06-2000,22:15,ca. 10 min,Veggerslev8500 Grenaa,2,ukendt,,2000,2,600,Danmark
17-05-1957,01:35,90 sek,9600 Års,9,ukendt,,2000,3,90,Danmark
15-08-1999,23:00,2–3 sek,Nordsjælland,1,hvid,se beretning,2000,3,3,Danmark
24-01-2000,00:40,10 sek,Vangede2820 Gentofte,1,ukendt,se beretning,2000,3,10,Danmark
15-07-2000,00:00,1 min,6670 Holsted,1,ukendt,,2000,3,60,Danmark
03-07-2000,00:00,ca. 5 min,9300 Sæby,2,ukendt,,2000,3,300,Danmark
05-07-2000,00:13,30 sek,4800 Nykøbing F,1,"gul, hvid",,2000,3,30,Danmark
06-07-2000,23:50,5 min,8700 Horsens,2,ukendt,satellit,2000,3,300,Danmark
08-07-2000,00:00,ca. 1 sek,"Samos, Grækenland",4,ukendt,,2000,3,1,Danmark
08-07-2000,22:45,ca. 30 sek,"Samos, Grækenland",4,ukendt,,2000,3,30,Danmark
09-07-2000,02:00,2–5 sek,4733 Tappernøje,2,"gul, hvid",,2000,3,5,Danmark
14-07-2000,00:50,2 sek,7700 Thisted,1,gul,,2000,3,2,Danmark
15-07-2000,01:50,20 min,8000 Århus C,2,ukendt,,2000,3,1200,Danmark
15-07-2000,23:30,40 sek,5000 Odense,5,hvid,,2000,3,40,Danmark
16-07-2000,00:06,30 min,4700 Næstved,4,ukendt,,2000,3,1800,Danmark
16-07-2000,00:30,30 min,Torslunde4960 Holeby,2,ukendt,nordlysse beretning,2000,3,1800,Danmark
17-07-2000,00:00,,4295 Stenlille,1,ukendt,korncirkel,2000,3,0,Danmark
22-07-2000,23:50,ca. 6 min,8300 Odder,3,ukendt,,2000,3,360,Danmark
23-07-2000,00:00,,"8355 Onsted,  Solbjerg",1,ukendt,se beretning,2000,3,0,Danmark
23-07-2000,00:40,,2860 Søborg,1,ukendt,,2000,3,0,Danmark
25-07-2000,23:15,,4913 Horslunde,1,ukendt,,2000,3,0,Danmark
28-07-2000,23:30,?,5900 Rudkøbing,2,ukendt,,2000,3,0,Danmark
28-07-2000,23:30,ca. 2 min,5900 Rudkøbing,3,gul,se beretning,2000,3,120,Danmark
01-08-2000,22:58,ca. 30 sek,5900 Rudkøbing,1,gul,,2000,3,30,Danmark
03-08-2000,00:00,,8471 Sabro,1,ukendt,se beretning,2000,3,0,Danmark
03-08-2000,01:00,6–8 min,mellem 3200Helsinge og Vejby,2,ukendt,,2000,3,480,Danmark
04-08-2000,03:30,2–3 sek,5500 Middelfart,2,ukendt,,2000,3,3,Danmark
13-08-2000,22:25,10 min,3450 Allerød,1,rød,,2000,3,600,Danmark
13-08-2000,23:35,1 ½ min,Vollsmose5240 Odense,1,hvid,,2000,3,60,Danmark
14-08-2000,01:50,20–25 sek,Stilling8660 Skanderborg,1,hvid,,2000,3,25,Danmark
15-08-2000,23:10,under 1 sek,8210 Århus V,2,ukendt,,2000,3,1,Danmark
16-08-2000,03:35,30 sek,2800 Lyngby,1,hvid,,2000,3,30,Danmark
21-08-2000,00:40,3–6 sek,6920 Videbæk,1,hvid,,2000,3,6,Danmark
23-08-2000,20:20,5 min,2200 København N,2,ukendt,,2000,3,300,Danmark
26-08-2000,21:55,20 sek,7870 Glyngøre,1,ukendt,,2000,3,20,Danmark
26-08-2000,22:30,ca. 2 sek,"PræstefjordenNuuk, Grønland",2,ukendt,se beretning,2000,3,2,Danmark
27-08-2000,23:00,ca. 5 sek,2670 Greve,1,ukendt,se beretning,2000,3,5,Danmark
01-09-2000,23:30,under 1 sek,"68393 RådaHagfors,",1,ukendt,se beretning,2000,3,1,Sverige
10-09-2000,02:00,2 x ca. 1 min,5474 Veflinge,1,ukendt,,2000,3,60,Danmark
22-09-2000,01:45,15 sek,1620 København V,1,rød,,2000,3,15,Danmark
22-09-2000,21:45,ca. 5 sek,5690 Brylle,1,hvid,,2000,3,5,Danmark
22-09-2000,22:26,?,6560 Sommersted,3,"grøn, rød",,2000,3,0,Danmark
22-09-2000,22:30,10 sek,"5260 Lindved, Højby",1,ukendt,,2000,3,10,Danmark
13-10-1983,22:30,5–6 sek,8732 Hovedgård,1,blå,se beretning,2000,4,6,Danmark
21-05-2000,22:30,15–20 min,Haraldsholmskov6630 Jels,2,ukendt,se beretning,2000,4,1200,Danmark
01-10-2000,22:00,30 sek,4100 Ringsted,3,ukendt,,2000,4,30,Danmark
02-10-2000,20:00,30 sek,7500 Holstebro,1,ukendt,,2000,4,30,Danmark
02-10-2000,20:30,ca. 30 sek,Troldhede6420 Videbæk,1,ukendt,se beretning,2000,4,30,Danmark
10-10-2000,07:46,1 min,8670 Låsby,1,ukendt,,2000,4,60,Danmark
12-10-2000,18:30,et par min,2650 Hvidovre,2,hvid,,2000,4,0,Danmark
18-10-2000,06:03,3–5 sek,7900 Nykøbing Mors,1,ukendt,,2000,4,5,Danmark
24-10-2000,23:46,10 min,9970 Strandby,2,rød,se beretning,2000,4,600,Danmark
30-10-2000,23:30,ca. 3 sek,4200 Slagelse,1,grøn,,2000,4,3,Danmark
02-11-2000,19:20,5–6 sek,9000 Aalborg,2,rød,,2000,4,6,Danmark
13-11-2000,18:30,3–5 min,"8660 Mellem Gjesing og Virring,  Skanderborg",1,rød,se beretning,2000,4,300,Danmark
30-11-2000,14:30,1 min,"6630 , mellem Jels og Rødding",1,hvid,,2000,4,60,Danmark
23-12-2000,02:00,5–10 min,6000 Kolding,1,ukendt,se beretning,2000,4,600,Danmark
25-12-2000,18:20,2–3 sek,3550 Slangerup,1,rød,,2000,4,3,Danmark
25-12-2000,20:30,10–15 sek,2100 København Ø,3,ukendt,se beretning,2000,4,15,Danmark
31-12-2000,15:55,ca. 1 min,9681 Ranum,1,rød,,2000,4,60,Danmark
06-10-1980,06:30,ca. 5 min,5600 Fåborg,1,"blå, sort",,1999,1,300,Danmark
07-12-1984,18:00,,"Stockton, Alabama",1,ukendt,,1999,1,0,Danmark
20-11-1998,22:10,ca. 1 min,5000 Odense,2,ukendt,,1999,1,60,Danmark
21-11-1998,18:50,5 min,5450 Otterup,1,ukendt,satellitter,1999,1,300,Danmark
01-01-1999,03:30,"ca. 3,5 time",6580 ml.  Vamdrup og6630 Rødding,4,ukendt,projektørlys,1999,1,18000,Danmark
01-01-1999,03:45,ca. 1 time,"6580 Hjarup,  Vamdrup",2,ukendt,projektørlys,1999,1,3600,Danmark
01-01-1999,05:00,ca. 2 time,6650 Brørup,2,ukendt,projektørlys,1999,1,7200,Danmark
01-01-1999,06:30,ca. 30 min,6600 Vejen,2,ukendt,projektørlys,1999,1,1800,Danmark
04-01-1999,17:30,,8620 Kjellerup,1,hvid,meteor,1999,1,0,Danmark
04-01-1999,21:30,7–9 min,4600 Køge,2,"blå, hvid, rød",,1999,1,540,Danmark
14-01-1999,23:00,6–10 min,"Kata Beach,",2,hvid,,1999,1,600,Thailand
18-01-1999,21:00,15 min,4100 Ringsted,1,ukendt,projektør,1999,1,900,Danmark
22-01-1999,00:10,2–3 min,8300 Odder,2,ukendt,,1999,1,180,Danmark
23-01-1999,17:45,sek,2200 København N,1,"grøn, hvid, rød",,1999,1,0,Danmark
01-02-1999,20:41,,8832 Skals,3,ukendt,stjerne,1999,1,0,Danmark
02-02-1999,06:00,2 min,7560 Hjerm,1,hvid,satellit,1999,1,120,Danmark
05-02-1999,17:00,25 min,4970 Rødby,4,ukendt,soloplyst kondensstribe,1999,1,1500,Danmark
06-02-1999,22:00,>1 time,8660 Skanderborg,6,ukendt,projektørlys,1999,1,3600,Danmark
09-02-1999,18:10,5 min,3460 Birkerød,2,"hvid, rød",,1999,1,300,Danmark
11-02-1999,09:40,1–2 sek,2640 Ishøj,1,hvid,,1999,1,2,Danmark
11-02-1999,22:45,15 min,3500 Værløse,2,"blå, grøn, rød",stjerne,1999,1,900,Danmark
16-02-1999,08:15,,9500 Hobro,1,ukendt,,1999,1,0,Danmark
16-02-1999,17:45,10 min,2605 Brøndby,1,ukendt,,1999,1,600,Danmark
17-02-1999,21:35,30–35 min,5260 Odense S,2,ukendt,,1999,1,2100,Danmark
17-02-1999,19:00,ca. 15 min,2770 Kastrup,1,ukendt,fly,1999,1,900,Danmark
18-02-1999,22:45,30 min,8362 Hørning,2,rød,,1999,1,1800,Danmark
21-02-1999,18:10,ca. 5 min,8660 Skanderborg,1,rød,,1999,1,300,Danmark
22-02-1999,18:30,30–45 min,7500 Holstebro,1,ukendt,Jupiter + Venus,1999,1,2700,Danmark
22-02-1999,19:40,,Søften8382 Hinnerup,2,ukendt,Jupiter + Venus,1999,1,0,Danmark
23-02-1999,17:30,1 time,8210 Århus V,2,ukendt,Jupiter + Venus,1999,1,3600,Danmark
23-02-1999,17:45,>30 min,6400 Sønderborg,2,ukendt,Jupiter + Venus,1999,1,1800,Danmark
23-02-1999,18:00,,8340 Malling,1,ukendt,Jupiter + Venus,1999,1,0,Danmark
23-02-1999,18:15,,"7323 Givskud,  Give",7,hvid,Jupiter + Venus,1999,1,0,Danmark
23-02-1999,18:15,ca. 1 time,6870 Ølgod,4,ukendt,Jupiter + Venus,1999,1,3600,Danmark
23-02-1999,18:30,1–5 min,5210 Odense NV,1,"grå, hvid",Jupiter + Venus,1999,1,300,Danmark
23-02-1999,18:30,"ca. 1,5 time",6040 Egtved,10,ukendt,Jupiter + Venus,1999,1,18000,Danmark
23-02-1999,19:00,>1 time,7323 Give,3,ukendt,Jupiter + Venus,1999,1,3600,Danmark
23-02-1999,19:00,1 time 10 min,"6430 Dyvig,  Nordborg",2,"gul, hvid",Jupiter + Venus,1999,1,4200,Danmark
23-02-1999,19:00,,5620 Glamsbjerg,5,ukendt,Jupiter + Venus,1999,1,0,Danmark
23-02-1999,19:15,ca. 30 min,6600 Vejen,2,gul,Jupiter + Venus,1999,1,1800,Danmark
23-02-1999,19:15,,7300 Jelling,2,ukendt,Jupiter + Venus,1999,1,0,Danmark
23-02-1999,19:20,15 min,6560 Sommersted,3,ukendt,Jupiter + Venus,1999,1,900,Danmark
23-02-1999,19:30,,7430 Ikast,5,ukendt,Jupiter + Venus,1999,1,0,Danmark
23-02-1999,19:45,50 min,5450 Otterup,2,"blå, grøn, gul",Jupiter + Venus,1999,1,3000,Danmark
23-02-1999,22:30,få sek,6300 Gråsten,1,"blå, grøn",ildkugle,1999,1,0,Danmark
23-02-1999,22:30,få sek,8700 Horsens,1,grøn,Jupiter + Venus,1999,1,0,Danmark
23-02-1999,22:30,,Nørre Aldum8781 Stenderup,1,"grøn, sort",Jupiter + Venus,1999,1,0,Danmark
24-02-1999,19:40,5 min,8000 Århus C,1,ukendt,,1999,1,300,Danmark
24-02-1999,20:00,2 min,8362 Hørning,2,"gul, hvid",,1999,1,120,Danmark
24-02-1999,21:00,ca. 10 min,6051 Almind,1,ukendt,,1999,1,600,Danmark
24-02-1999,22:00,1–1½ time,3670 Veksø,1,"gul, hvid, rød",stjerne,1999,1,60,Danmark
25-02-1999,08:00,ca. 30 sek,2860 Søborg,1,ukendt,,1999,1,30,Danmark
28-02-1999,22:00,1 time,2500 Valby,1,ukendt,projektørlys,1999,1,3600,Danmark
29-03-1999,20:00,,4400 Kalundborg,1,ukendt,Sirius,1999,1,0,Danmark
07-01-1994,17:35,,Ellishøj9230 Svendstrup,2,"grøn, gul, hvid, rød",,1999,2,0,Danmark
13-02-1999,22:30,20 sek,"7100 Ødsted,  Vejle",3,ukendt,,1999,2,20,Danmark
19-03-1999,20:30,,2800 Lyngby,1,"hvid, rød",,1999,2,0,Danmark
01-04-1999,00:00,10 sek,5220 Odense Ø,1,grøn,satellit,1999,2,10,Danmark
01-04-1999,22:47,,4560 Vig,2,hvid,satellit,1999,2,0,Danmark
01-04-1999,22:47,ca. 2–3 sek,8220 Brabrand,3,grøn,satellit,1999,2,3,Danmark
01-04-1999,22:47,4–5 sek,2605 Brøndby,2,grøn,,1999,2,5,Danmark
02-04-1999,20:30,15 min,5610 Assens,5,ukendt,,1999,2,900,Danmark
06-04-1999,09:05,1 min,Klovtofte2630 Tåstrup,3,ukendt,,1999,2,60,Danmark
29-04-1999,23:50,ca. 3 sek,5000 Odense C,1,ukendt,fly,1999,2,3,Danmark
30-04-1999,20:00,sek,1575 København V,1,ukendt,,1999,2,0,Danmark
06-05-1999,22:10,,8700 Horsens,1,"hvid, rød",,1999,2,0,Danmark
15-05-1999,00:20,<30 sek,5700 Svendborg,1,hvid,,1999,2,30,Danmark
17-05-1999,24:00,10 min,7800 Nykøbing Mors,1,blå,,1999,2,600,Danmark
18-05-1999,22:45,5 min,4600 Køge,1,ukendt,,1999,2,300,Danmark
19-05-1999,13:43,1 min,8800 Viborg,1,gul,,1999,2,60,Danmark
19-05-1999,23:00,>1 time,3450 Allerød,2,ukendt,Venus,1999,2,3600,Danmark
20-05-1999,01:30,5 min,2980 Kokkedal,1,"gul, hvid",,1999,2,300,Danmark
23-05-1999,00:36,ca. 2 min,3700 Rønne,1,ukendt,,1999,2,120,Danmark
25-05-1999,22:30,,8700 Horsens,1,"blå, grøn",,1999,2,0,Danmark
26-05-1999,01:22,ca. 1 time,4894 Øster Ulslev,3,"blå, rød",,1999,2,3600,Danmark
15-08-1966,20:00,få sek,8600 Silkeborg,3,ukendt,,1998,1,0,Danmark
28-06-1993,01:30,ca. 5 sek,9492 Blokhus,2,ukendt,,1998,1,5,Danmark
27-08-1995,07:34,,"4300 Tuse,  Holbæk",1,sort,,1998,1,0,Danmark
10-07-1997,23:30,ca. 10 min,5690 Tommerup,1,hvid,NB: Videosag!,1998,1,600,Danmark
08-11-1997,17:45,15 sek,Langholt9310 Vodskov,1,hvid,,1998,1,15,Danmark
01-12-1997,16:00,3 min,8800 Viborg,2,grå,,1998,1,180,Danmark
03-12-1997,20:30,2 sek,4320 Lejre,2,hvid,,1998,1,2,Danmark
01-01-1998,04:55,30 min,8305 Østerby,2,blå,projektør,1998,1,1800,Danmark
06-01-1998,15:35,5–8 min,2650 Hviddovre,2,ukendt,fly?,1998,1,480,Danmark
06-01-1998,22:50,,"5600 Håstrup,  Fåborg",1,ukendt,,1998,1,0,Danmark
17-01-1998,20:10,3–4 min,3070 Snekkersten,2,rød,,1998,1,240,Danmark
17-01-1998,23:00,20 sek,Tenerife,2,gul,,1998,1,20,Danmark
20-01-1998,21:30,3–4 sek,6310 Broager,2,hvid,,1998,1,4,Danmark
21-01-1998,21:15,3–4 min,8700 Horsens,3,"grå, sort",,1998,1,240,Danmark
28-01-1998,20:00,ca. 15 min,3000 Helsingør,4,"gul, hvid",,1998,1,900,Danmark
28-01-1998,06:40,10 sek,2650 Hvidovre,1,hvid,,1998,1,10,Danmark
08-01-1998,16:15,5 min,9690 Fjerritslev,1,hvid,,1998,1,300,Danmark
14-01-1998,16:03,3–7 min,9000 Aalborg,1,gul,,1998,1,420,Danmark
16-01-1998,20:00,4–5 min,9900 ml.  Frederikshavnog  Strandby,2,hvid,,1998,1,300,Danmark
21-01-1998,00:30,10 sek,8700 Horsens,1,hvid,,1998,1,10,Danmark
21-01-1998,18:50,1 min,8752 Østbirk,1,ukendt,fly,1998,1,60,Danmark
21-01-1998,20:55,5 min,8700 Horsens,2,blå,bly,1998,1,300,Danmark
21-01-1998,21:05,20 min,8763 Rask Mølle,4,ukendt,ildebrand,1998,1,1200,Danmark
21-01-1998,21:05,2 min,8700 Horsens,2,blå,fly,1998,1,120,Danmark
21-01-1998,21:05,2 min,8660 Skanderborg,2,blå,fly,1998,1,120,Danmark
21-01-1998,21:15,3 min,8700 Horsens,1,ukendt,fly,1998,1,180,Danmark
30-01-1998,18:00,4–5 min,5550 Langeskov,2,ukendt,,1998,1,300,Danmark
17-02-1998,06:45,15–20 min,3450 Allerød,2,ukendt,Venus,1998,1,1200,Danmark
25-02-1998,20:06,ca. 7 sek,7000 Fredericia,1,hvid,,1998,1,7,Danmark
26-02-1998,19:00,fle­re timer,6440 Augustenborg,1,ukendt,,1998,1,0,Danmark
26-02-1998,21:30,,7600 Struer,1,ukendt,Satellit,1998,1,0,Danmark
28-02-1998,02:45,,Vebbestrup9500 Hobro,2,ukendt,,1998,1,0,Danmark
28-02-1998,22:15,10 sek,4700 Næstved,1,hvid,,1998,1,10,Danmark
01-03-1998,18:05,3 min,8464 Galten,3,ukendt,fly,1998,1,180,Danmark
01-03-1998,18:35,ca. 2 min,4736 Karrebæksminde,1,"gul, rød",,1998,1,120,Danmark
11-03-1998,18:40,ca. 5 min,9500 Hobro,2,ukendt,,1998,1,300,Danmark
12-03-1998,07:00,2–3 min,Virklund8600 Silkeborg,2,grå,fly,1998,1,180,Danmark
12-03-1998,20:20,3–4 min,Egebjerg8700 Horsens,2,gul,,1998,1,240,Danmark
15-03-1998,20:00,,Vor Frue4000 Roskilde,2,ukendt,,1998,1,0,Danmark
15-05-1990,00:30,,3300 Frederiksværk,2,ukendt,,1998,2,0,Danmark
28-07-1994,23:25,2–3 sek,7400 Herning,1,hvid,,1998,2,3,Danmark
21-10-1997,23:55,5 min,6700 Esbjerg,2,ukendt,,1998,2,300,Danmark
02-11-1997,02:00,,Jerup Hede9981 Jerup,1,rød,,1998,2,0,Danmark
12-01-1998,20:00,,9981 Jerup,1,ukendt,,1998,2,0,Danmark
16-03-1998,15:00,5–7 min,4840 Nr. Alslev,1,ukendt,,1998,2,420,Danmark
23-03-1998,22:30,5–10 sek,7800 Skive,1,ukendt,,1998,2,10,Danmark
27-03-1998,23:00,2–3 min,2630 Tåstrup,1,ukendt,projektør,1998,2,180,Danmark
29-03-1998,21:05,få sek,8000 Århus C,1,sort,,1998,2,0,Danmark
30-03-1998,22:33,få sek,6940 Lem st.,1,ukendt,stjerner,1998,2,0,Danmark
31-03-1998,01:30,,8600 Silkeborg,1,ukendt,,1998,2,0,Danmark
12-04-1998,22:10,ca. 1½ min,6840 Oksbøl,3,ukendt,,1998,2,60,Danmark
13-04-1998,01:00,10–15 min,7800 Skive,3,hvid,,1998,2,900,Danmark
13-04-1998,19:00,ca. 1 min,8670 Låsby,2,ukendt,,1998,2,60,Danmark
16-04-1998,22:00,20–25 min,5220 Odense SØ,2,ukendt,,1998,2,1500,Danmark
17-04-1998,21:56,ca. 45 sek,Forstalle6000 Kolding,2,"hvid, sølv",,1998,2,45,Danmark
20-04-1998,24:00,20 sek,7830 Vinderup,2,rød,,1998,2,20,Danmark
19-04-1998,00:30,,3000 Helsingør,2,ukendt,fly,1998,2,0,Danmark
22-04-1998,00:00,20–30 sek.,7830 Vinderup,2,rød,,1998,2,30,Danmark
02-05-1998,02:00,,"Hamborg,",2,ukendt,meteor,1998,2,0,Tyskland
05-05-1998,04:00,ca. 30 sek,2750 Ballerup,1,ukendt,,1998,2,30,Danmark
08-05-1998,24:00,,2820 Gentofte,3,rød,,1998,2,0,Danmark
09-05-1998,00:53,10–12 sek,6715 Esbjerg N,4,"grøn, hvid",meteor,1998,2,12,Danmark
09-05-1998,04:00,15–30 sek,2840 Holte,2,ukendt,,1998,2,30,Danmark
14-05-1998,22:30,1 min,3300 Frederiksværk,1,hvid,,1998,2,60,Danmark
14-05-1998,22:30,20 min,3150 Hellebæk,2,"gul, hvid",,1998,2,1200,Danmark
16-05-1998,00:00,,8680 Ry,1,ukendt,,1998,2,0,Danmark
16-05-1998,20:40,ca. 1 sek,2800 Lyngby,3,sort,,1998,2,1,Danmark
19-05-1998,21:35,,8230 Åbyhøj,1,ukendt,,1998,2,0,Danmark
21-05-1998,23:40,10–15 min,2750 Ballerup,2,ukendt,,1998,2,900,Danmark
22-05-1998,00:07,ca. 15 min,4100 Ringsted,2,ukendt,stjerne,1998,2,900,Danmark
24-05-1998,00:01,,2980 Kokkedal,1,ukendt,projektørlys,1998,2,0,Danmark
24-05-1998,01:20,1 time 10 min,2840 Holte,2,"grå, hvid",projektørlys,1998,2,4200,Danmark
24-05-1998,01:50,,2920 Charlottenlund,2,ukendt,projektørlys,1998,2,0,Danmark
24-05-1998,02:20,ca. 1 time,2920 Charlottenlund,10,hvid,projektørlys,1998,2,3600,Danmark
26-06-1998,00:15,5 min,4840 Nr. Alslev,3,blå,,1998,2,300,Danmark
28-06-1998,21:35,20 sek,"Marmaris, Tyrkiet",3,ukendt,,1998,2,20,Danmark
12-06-1993,17:50,,"6473 Mommark, Tandslet",2,ukendt,,1998,3,0,Danmark
21-07-1996,00:00,5–10 sek,5260 Odense S,2,rød,,1998,3,10,Danmark
31-08-1997,02:15,15 min,2791 Dragør,2,sort,,1998,3,900,Danmark
01-01-1998,01:00,,Midtjylland,1,grøn,,1998,3,0,Danmark
02-05-1998,00:50,3–5 sek,4930 Maribo,1,hvid,ildkugle,1998,3,5,Danmark
08-07-1998,00:25,4–5 sek,5700 Svendborg,1,"blå, hvid",,1998,3,5,Danmark
08-07-1998,01:45,5 min,5220 Odense SØ,2,"hvid, rød",,1998,3,300,Danmark
10-07-1998,23:00,,6852 Billum,2,ukendt,,1998,3,0,Danmark
10-07-1998,23:45,25 min,7200 Grindsted,1,ukendt,,1998,3,1500,Danmark
12-07-1998,02:00,ca. 30 min,2800 Lyngby,4,hvid,projektørlys,1998,3,1800,Danmark
22-07-1998,23:30,20 min,9800 Hjørring,2,"grå, hvid",projektørlys,1998,3,1200,Danmark
22-07-1998,23:55,15–20 min,8700 Horsens,4,gul,,1998,3,1200,Danmark
23-07-1998,00:15,,2620 Albertslund,1,ukendt,,1998,3,0,Danmark
23-07-1998,01:15,ca. 4 min,3600 Frederikssund,2,blå,,1998,3,240,Danmark
26-07-1998,01:00,2–3 sek,6400 Sønderborg,3,hvid,,1998,3,3,Danmark
27-07-1998,00:05,ca. 5 sek,5970 Ærøskøbing,1,ukendt,meteor,1998,3,5,Danmark
30-07-1998,00:30,ca. 15 sek,2100 København Ø,4,hvid,,1998,3,15,Danmark
31-07-1998,01:30,,2690 Karlslunde,1,ukendt,projektørlys,1998,3,0,Danmark
01-08-1998,00:05,ca. 20 min,2000 Frederiksberg,2,hvid,projektørlys,1998,3,1200,Danmark
01-08-1998,01:28,ca. 5 sek,2630 Tåstrup,2,ukendt,,1998,3,5,Danmark
01-08-1998,23:50,20 min,6541 ml.  Bevtoft og  Gram,2,hvid,projektørlys,1998,3,1200,Danmark
02-08-1998,01:00,ca. 30 min,2600 Glostrup,1,"blå, grøn, hvid",projektørlys,1998,3,1800,Danmark
02-08-1998,00:25,4–5 sek,"3250 Smidstrup, Gilleleje",1,sort,,1998,3,5,Danmark
10-08-1998,00:35,2 min,8450 Hammel,4,rød,,1998,3,120,Danmark
11-08-1998,23:15,,1650 København V,1,gul,fugle,1998,3,0,Danmark
11-08-1998,23:35,20–25 sek,1650 København V,1,gul,fugle,1998,3,25,Danmark
16-08-1998,21:15,ca. 10 sek,3450 Allerød,1,gul,,1998,3,10,Danmark
21-08-1998,16:20,2 min,6100 Haderslev,1,ukendt,,1998,3,120,Danmark
21-08-1998,22:15,ca. 20 min,4850 Stubbekøbing,2,ukendt,,1998,3,1200,Danmark
22-08-1998,22:30,ca. 5 min,4760 Vordingborg,1,ukendt,projektørlys,1998,3,300,Danmark
